CODIGO;POP2017;CLASSEPOP
3200300;15082;3
3200359;8022;2
3200409;28546;4
3200508;7932;2
3200607;98393;5
3200706;11804;3
3200805;31794;4
3200904;45283;4
3201001;15460;3
3201100;10254;3
3201159;12838;3
3201209;211649;6
3201308;387368;6
3201407;38304;4
3201506;124525;6
3201605;31574;4
3201704;12944;3
3201803;4612;1
3201902;34757;4
3202009;6949;2
3202108;24217;4
3202207;20757;4
3202256;12600;3
3202306;31201;4
3202405;123166;6
3202454;25882;4
3202504;12581;3
3202553;9373;2
3202603;14016;3
3202652;13380;3
3202702;14815;3
3202801;34628;4
3202900;11231;3
3203007;29896;4
3203056;29642;4
3203106;12036;3
3203130;17168;3
3203163;11457;3
3203205;169048;6
3203304;15419;3
3203320;38670;4
3203346;16545;3
3203353;12602;3
3203403;27388;4
3203502;19391;3
3203601;5861;2
3203700;18745;3
3203809;15806;3
3203908;50991;5
3204005;23697;4
3204054;26537;4
3204104;27130;4
3204203;21336;4
3204252;7901;2
3204302;11742;3
3204351;19457;3
3204401;12095;3
3204500;12889;3
3204559;39928;4
3204609;24025;4
3204658;8818;2
3204708;37375;4
3204807;11036;3
3204906;128449;6
3204955;12579;3
3205002;502618;7
3205010;29038;4
3205036;21584;4
3205069;24575;4
3205101;76776;5
3205150;9459;2
3205176;14697;3
3205200;486388;6
3205309;363140;6
3300100;194619;6
3300159;11292;3
3300209;126742;6
3300225;12143;3
3300233;32260;4
3300258;29304;4
3300308;97460;5
3300407;179451;6
3300456;495783;6
3300506;26566;4
3300605;36068;4
3300704;216030;6
3300803;57048;5
3300902;15124;3
3300936;15568;3
3300951;8336;2
3301009;490288;6
3301108;19697;3
3301157;12519;3
3301207;18264;3
3301306;41999;4
3301405;22461;4
3301504;21250;4
3301603;11169;3
3301702;890997;7
3301801;13576;3
3301850;57921;5
3301876;26936;4
3301900;232394;6
3302007;122369;6
3302056;14723;3
3302106;22694;4
3302205;99997;5
3302254;30703;4
3302270;101237;6
3302304;7217;2
3302403;244139;6
3302452;5434;2
3302502;237420;6
3302601;42415;4
3302700;153008;6
3302809;18123;3
3302858;171280;6
3302908;24871;4
3303005;26551;4
3303104;14960;3
3303203;158329;6
3303302;499028;6
3303401;185381;6
3303500;798647;7
3303609;50447;5
3303708;42922;4
3303807;41454;4
3303856;26991;4
3303906;298235;6
3303955;24282;4
3304003;28222;4
3304102;18248;3
3304110;18829;3
3304128;13785;3
3304144;145386;6
3304151;23535;4
3304201;126923;6
3304300;58272;5
3304409;17988;3
3304508;8984;2
3304524;141117;6
3304557;6520266;7
3304607;10172;3
3304706;41312;4
3304755;41191;4
3304805;37689;4
3304904;1049826;7
3305000;35174;4
3305109;460461;6
3305133;6953;2
3305158;21114;4
3305208;99906;5
3305307;9094;2
3305406;17765;3
3305505;85175;5
3305554;84416;5
3305604;21253;4
3305703;15191;3
3305752;32970;4
3305802;176060;6
3305901;10352;3
3306008;79402;5
3306107;74237;5
3306156;10597;3
3306206;35768;4
3306305;265201;6
3500105;35139;4
3500204;3609;1
3500303;35508;4
3500402;8104;2
3500501;18509;3
3500550;6009;2
3500600;3268;1
3500709;36880;4
3500758;5754;2
3500808;4135;1
3500907;4109;1
3501004;16219;3
3501103;4154;1
3501152;18324;3
3501202;3795;1
3501301;24813;4
3501400;5119;2
3501509;3196;1
3501608;233868;6
3501707;39189;4
3501806;5967;2
3501905;71193;5
3502002;4845;1
3502101;57350;5
3502200;24634;4
3502309;6484;2
3502408;4053;1
3502507;36279;4
3502606;4329;1
3502705;24945;4
3502754;21038;4
3502804;194874;6
3502903;32495;4
3503000;5552;2
3503109;6368;2
3503158;2509;1
3503208;230770;6
3503307;131282;6
3503356;1856;1
3503406;8452;2
3503505;3879;1
3503604;11107;3
3503703;9451;2
3503802;51986;5
3503901;86430;5
3503950;1842;1
3504008;102924;6
3504107;139683;6
3504206;15085;3
3504305;5337;2
3504404;13112;3
3504503;89479;5
3504602;16843;3
3504701;5188;2
3504800;8908;2
3504909;10867;3
3505005;3406;1
3505104;7251;2
3505203;34602;4
3505302;36331;4
3505351;5653;2
3505401;7781;2
3505500;120638;6
3505609;31921;4
3505708;267534;6
3505807;21073;4
3505906;61480;5
3506003;371690;6
3506102;77761;5
3506201;2925;1
3506300;11180;3
3506359;59297;5
3506409;7837;2
3506508;120692;6
3506607;31793;4
3506706;14727;3
3506805;12040;3
3506904;11236;3
3507001;57910;5
3507100;24023;4
3507159;3888;1
3507209;839;1
3507308;4717;1
3507407;15791;3
3507456;2577;1
3507506;142546;6
3507605;164163;6
3507704;5557;2
3507753;2812;1
3507803;24092;4
3507902;23858;4
3508009;19737;3
3508108;16841;3
3508207;4408;1
3508306;4352;1
3508405;47877;4
3508504;92587;5
3508603;32773;4
3508702;19025;3
3508801;17645;3
3508900;4211;1
3509007;98223;5
3509106;5695;2
3509205;73921;5
3509254;28870;4
3509304;10444;3
3509403;25655;4
3509452;5963;2
3509502;1182429;7
3509601;82520;5
3509700;51454;5
3509809;4900;1
3509908;12609;3
3509957;4975;1
3510005;31263;4
3510104;2792;1
3510153;5025;2
3510203;47463;4
3510302;20005;4
3510401;54298;5
3510500;116786;6
3510609;396587;6
3510708;12328;3
3510807;30144;4
3510906;2591;1
3511003;20362;4
3511102;120691;6
3511201;7700;2
3511300;8971;2
3511409;19495;3
3511508;46733;4
3511607;17587;3
3511706;16772;3
3511904;8254;2
3512001;18376;3
3512100;6225;2
3512209;27554;4
3512308;17638;3
3512407;23793;4
3512506;5885;2
3512605;4840;1
3512704;4054;1
3512803;69086;5
3512902;7374;2
3513009;237750;6
3513108;34651;4
3513207;8424;2
3513306;2161;1
3513405;81724;5
3513504;128748;6
3513603;21929;4
3513702;33346;4
3513801;417869;6
3513850;1785;1
3513900;11384;3
3514007;8744;2
3514106;26891;4
3514205;2136;1
3514304;8909;2
3514403;46324;4
3514502;12549;3
3514601;9468;2
3514700;6247;2
3514809;15436;3
3514908;17393;3
3514924;3537;1
3514957;2476;1
3515004;267054;6
3515103;68270;5
3515129;3197;1
3515152;19497;3
3515186;44170;4
3515194;4713;1
3515202;8466;2
3515301;2769;1
3515350;9559;2
3515400;16028;3
3515509;68670;5
3515608;5782;2
3515657;1691;1
3515707;188868;6
3515806;1571;1
3515905;2982;1
3516002;14282;3
3516101;2758;1
3516200;347237;6
3516309;171602;6
3516408;149502;6
3516507;2791;1
3516606;6776;2
3516705;44582;4
3516804;4683;1
3516853;4739;1
3516903;10951;3
3517000;11362;3
3517109;4800;1
3517208;11869;3
3517307;5737;2
3517406;40287;4
3517505;20637;4
3517604;17640;3
3517703;21081;4
3517802;8466;2
3517901;10964;3
3518008;2017;1
3518107;6672;2
3518206;32654;4
3518305;28978;4
3518404;120417;6
3518503;17551;3
3518602;39216;4
3518701;315563;6
3518800;1349113;7
3518859;7546;2
3518909;5179;2
3519006;9397;2
3519055;14012;3
3519071;222186;6
3519105;11343;3
3519204;6434;2
3519253;8484;2
3519303;34226;4
3519402;12096;3
3519501;7540;2
3519600;58715;5
3519709;77566;5
3519808;8112;2
3519907;8103;2
3520004;24596;4
3520103;30073;4
3520202;9443;2
3520301;30644;4
3520400;33354;4
3520426;10656;3
3520442;26540;4
3520509;239602;6
3520608;4931;1
3520707;3951;1
3520806;3933;1
3520905;14766;3
3521002;34913;4
3521101;7177;2
3521150;5178;2
3521200;4299;1
3521309;15932;3
3521408;23264;4
3521507;7878;2
3521606;8248;2
3521705;17879;3
3521804;26526;4
3521903;15246;3
3522000;3703;1
3522109;98629;5
3522158;3341;1
3522208;170927;6
3522307;160070;6
3522406;93570;5
3522505;229502;6
3522604;73844;5
3522653;4186;1
3522703;42747;4
3522802;15165;3
3522901;13618;3
3523008;4802;1
3523107;360657;6
3523206;50379;5
3523305;17062;3
3523404;116503;6
3523503;20158;4
3523602;17589;3
3523701;6405;2
3523800;7853;2
3523909;170157;6
3524006;57031;5
3524105;41414;4
3524204;6917;2
3524303;76563;5
3524402;229851;6
3524501;6728;2
3524600;17900;3
3524709;54204;5
3524808;49110;4
3524907;6305;2
3525003;121492;6
3525102;42904;4
3525201;28540;4
3525300;146338;6
3525409;3202;1
3525508;12947;3
3525607;4468;1
3525706;36198;4
3525805;4733;1
3525854;3237;1
3525904;409497;6
3526001;20353;4
3526100;19192;3
3526209;31027;4
3526308;4943;1
3526407;27890;4
3526506;11156;3
3526605;7150;2
3526704;101184;6
3526803;67185;5
3526902;300911;6
3527009;7695;2
3527108;77021;5
3527207;87980;5
3527256;2270;1
3527306;45922;4
3527405;21461;4
3527504;2381;1
3527603;14021;3
3527702;5633;2
3527801;4573;1
3527900;2705;1
3528007;17111;3
3528106;8086;2
3528205;3736;1
3528304;3185;1
3528403;46567;4
3528502;95601;5
3528601;9714;2
3528700;5611;2
3528809;13981;3
3528858;2949;1
3528908;4087;1
3529005;235234;6
3529104;2140;1
3529203;26123;4
3529302;82307;5
3529401;462005;6
3529500;5302;2
3529609;3892;1
3529658;1926;1
3529708;21973;4
3529807;12812;3
3529906;20288;4
3530003;3045;1
3530102;29315;4
3530201;18130;3
3530300;58760;5
3530409;4758;1
3530508;68994;5
3530607;433901;6
3530706;149396;6
3530805;92365;5
3530904;3470;1
3531001;2249;1
3531100;54257;5
3531209;7871;2
3531308;49979;4
3531407;24393;4
3531506;19234;3
3531605;4190;1
3531704;4549;1
3531803;57240;5
3531902;32220;4
3532009;13232;3
3532058;4676;1
3532108;4453;1
3532157;3049;1
3532207;4746;1
3532306;6754;2
3532405;18121;3
3532504;8999;2
3532603;11398;3
3532702;4994;1
3532801;6733;2
3532827;9504;2
3532843;1978;1
3532868;1239;1
3532900;10755;3
3533007;21071;4
3533106;2304;1
3533205;3745;1
3533254;5527;2
3533304;3953;1
3533403;58227;5
3533502;40225;4
3533601;7341;2
3533700;4308;1
3533809;2583;1
3533908;54037;5
3534005;4286;1
3534104;6473;2
3534203;6731;2
3534302;43306;4
3534401;697886;7
3534500;2616;1
3534609;32709;4
3534708;111813;6
3534757;9897;2
3534807;8440;2
3534906;14086;3
3535002;12542;3
3535101;12730;3
3535200;9496;2
3535309;22196;4
3535408;15619;3
3535507;45255;4
3535606;18206;3
3535705;6369;2
3535804;19730;3
3535903;4051;1
3536000;11073;3
3536109;6259;2
3536208;19537;3
3536257;2150;1
3536307;14351;3
3536406;7147;2
3536505;102499;6
3536570;1841;1
3536604;8953;2
3536703;45708;4
3536802;6078;2
3536901;2547;1
3537008;16645;3
3537107;46598;4
3537156;3087;1
3537206;11136;3
3537305;62738;5
3537404;25790;4
3537503;8410;2
3537602;66572;5
3537701;5846;2
3537800;55092;5
3537909;28718;4
3538006;164000;6
3538105;16656;3
3538204;14763;3
3538303;3693;1
3538501;13976;3
3538600;26991;4
3538709;397322;6
3538808;29790;4
3538907;24973;4
3539004;11323;3
3539103;18174;3
3539202;27021;4
3539301;75474;5
3539400;13335;3
3539509;38889;4
3539608;5067;2
3539707;3488;1
3539806;115488;6
3539905;5935;2
3540002;21674;4
3540101;3480;1
3540200;47638;4
3540259;4519;1
3540309;2594;1
3540408;4240;1
3540507;9565;2
3540606;52507;5
3540705;55432;5
3540754;23360;4
3540804;17002;3
3540853;3768;1
3540903;20516;4
3541000;310024;6
3541059;5126;2
3541109;4155;1
3541208;13420;3
3541307;43897;4
3541406;225271;6
3541505;39544;4
3541604;39506;4
3541653;3680;1
3541703;13893;3
3541802;3267;1
3541901;12949;3
3542008;6530;2
3542107;9054;2
3542206;29821;4
3542305;3908;1
3542404;19985;3
3542503;9042;2
3542602;56430;5
3542701;7384;2
3542800;3390;1
3542909;13060;3
3543006;17220;3
3543105;4644;1
3543204;4571;1
3543238;2243;1
3543253;7697;2
3543303;121848;6
3543402;682302;7
3543501;5792;2
3543600;3618;1
3543709;10823;3
3543808;10098;3
3543907;202952;6
3544004;33935;4
3544103;49408;4
3544202;12086;3
3544251;17795;3
3544301;10512;3
3544400;3046;1
3544509;3102;1
3544608;5549;2
3544707;2453;1
3544806;6144;2
3544905;11641;3
3545001;16903;3
3545100;5222;2
3545159;8019;2
3545209;116191;6
3545308;44397;4
3545407;9287;2
3545506;4174;1
3545605;15331;3
3545704;5999;2
3545803;191889;6
3546009;14667;3
3546108;2134;1
3546207;4409;1
3546256;2110;1
3546306;33455;4
3546405;47148;4
3546504;5662;2
3546603;31802;4
3546702;25637;4
3546801;56014;5
3546900;8758;2
3547007;6021;2
3547106;2945;1
3547205;1555;1
3547304;131887;6
3547403;2544;1
3547502;27590;4
3547601;26067;4
3547650;1536;1
3547700;21030;4
3547809;715231;7
3547908;6829;2
3548005;22801;4
3548054;8285;2
3548104;6029;2
3548203;6800;2
3548302;3057;1
3548401;4687;1
3548500;434742;6
3548609;10895;3
3548708;827437;7
3548807;159608;6
3548906;246088;6
3549003;2850;1
3549102;90089;5
3549201;2601;1
3549250;1904;1
3549300;2132;1
3549409;50921;5
3549508;8885;2
3549607;4181;1
3549706;54734;5
3549805;450657;6
3549904;703219;7
3549953;15465;3
3550001;10740;3
3550100;40692;4
3550209;32910;4
3550308;12106920;7
3550407;34898;4
3550506;7624;2
3550605;88473;5
3550704;85538;5
3550803;12317;3
3550902;15225;3
3551009;360380;6
3551108;10034;3
3551207;3681;1
3551306;3411;1
3551405;13810;3
3551504;43790;4
3551603;28742;4
3551702;122643;6
3551801;13053;3
3551900;17115;3
3552007;6228;2
3552106;40220;4
3552205;659871;7
3552304;7733;2
3552403;273007;6
3552502;290769;6
3552551;3836;1
3552601;12251;3
3552700;16159;3
3552809;279634;6
3552908;6193;2
3553005;13111;3
3553104;6255;2
3553203;5603;2
3553302;23267;4
3553401;25723;4
3553500;7973;2
3553609;13062;3
3553658;2823;1
3553708;56951;5
3553807;23240;4
3553856;5715;2
3553906;7302;2
3553955;14547;3
3554003;118939;6
3554102;307953;6
3554201;4677;1
3554300;22914;4
3554409;9227;2
3554508;41022;4
3554607;2690;1
3554656;2395;1
3554706;9934;2
3554755;1691;1
3554805;45904;4
3554904;5767;2
3554953;6689;2
3555000;65758;5
3555109;15321;3
3555208;2016;1
3555307;1827;1
3555356;6080;2
3555406;88313;5
3555505;4734;1
3555604;10047;3
3555703;1793;1
3555802;9148;2
3555901;1207;1
3556008;13655;3
3556107;12800;3
3556206;124024;6
3556305;25632;4
3556354;10143;3
3556404;42310;4
3556453;50346;5
3556503;118917;6
3556602;10963;3
3556701;75129;5
3556800;18654;3
3556909;8335;2
3556958;1833;1
3557006;119898;6
3557105;92768;5
3557154;2636;1
3557204;12487;3
3557303;11067;3
4100103;7768;2
4100202;6254;2
4100301;9161;2
4100400;115364;6
4100459;2948;1
4100509;21988;4
4100608;14693;3
4100707;10222;3
4100806;11237;3
4100905;6084;2
4101002;18886;3
4101051;2901;1
4101101;20769;4
4101150;2974;1
4101200;19420;3
4101309;7587;2
4101408;132691;6
4101507;118477;6
4101606;27906;4
4101655;3343;1
4101705;14098;3
4101804;137452;6
4101853;2301;1
4101903;15999;3
4102000;34064;4
4102109;26196;4
4102208;3999;1
4102307;12602;3
4102406;32486;4
4102505;12300;3
4102604;10314;3
4102703;2828;1
4102752;3774;1
4102802;15656;3
4102901;16627;3
4103008;4392;1
4103024;2671;1
4103040;6665;2
4103057;7911;2
4103107;12477;3
4103156;3733;1
4103206;7019;2
4103222;3358;1
4103305;7280;2
4103354;5687;2
4103370;2943;1
4103404;2911;1
4103453;17175;3
4103479;4245;1
4103503;8583;2
4103602;25401;4
4103701;105347;6
4103800;7808;2
4103909;15042;3
4103958;4062;1
4104006;42547;4
4104055;4162;1
4104105;7829;2
4104204;127309;6
4104253;28244;4
4104303;94153;5
4104402;16059;3
4104428;15978;3
4104451;13505;3
4104501;19364;3
4104600;15850;3
4104659;22282;4
4104709;14431;3
4104808;319608;6
4104907;71501;5
4105003;10451;3
4105102;11246;3
4105201;17885;3
4105300;11764;3
4105409;19911;3
4105508;79571;5
4105607;12326;3
4105706;17250;3
4105805;237402;6
4105904;23941;4
4106001;8821;2
4106100;3866;1
4106209;17961;3
4106308;17193;3
4106407;48677;4
4106456;7547;2
4106506;21666;4
4106555;3617;1
4106571;4369;1
4106605;21237;4
4106704;4619;1
4106803;18907;3
4106852;3110;1
4106902;1908359;7
4107009;15004;3
4107108;5389;2
4107124;3555;1
4107157;5294;2
4107207;39856;4
4107256;8439;2
4107306;6069;2
4107405;6168;2
4107504;14314;3
4107520;1852;1
4107538;4406;1
4107546;4447;1
4107553;3323;1
4107603;17306;3
4107652;95225;5
4107702;4898;1
4107736;5904;2
4107751;8177;2
4107801;5103;2
4107850;4782;1
4107900;6603;2
4108007;11087;3
4108106;2697;1
4108205;7133;2
4108304;264044;6
4108320;6350;2
4108403;88465;5
4108452;5079;2
4108502;14038;3
4108551;3178;1
4108601;29664;4
4108650;7448;2
4108700;6167;2
4108809;32974;4
4108908;6591;2
4108957;8619;2
4109005;3934;1
4109104;2292;1
4109203;5492;2
4109302;13641;3
4109401;180364;6
4109500;7923;2
4109609;35986;4
4109658;5643;2
4109708;31095;4
4109757;6396;2
4109807;53356;5
4109906;8482;2
4110003;4343;1
4110052;2304;1
4110078;12697;3
4110102;31719;4
4110201;11331;3
4110300;3137;1
4110409;4504;1
4110508;15139;3
4110607;14704;3
4110656;2462;1
4110706;60425;5
4110805;10608;3
4110904;4620;1
4110953;10587;3
4111001;6819;2
4111100;6210;2
4111209;11685;3
4111258;27500;4
4111308;3229;1
4111407;13797;3
4111506;32720;4
4111555;8120;2
4111605;3240;1
4111704;5255;2
4111803;40263;4
4111902;13398;3
4112009;34822;4
4112108;21341;4
4112207;5897;2
4112306;5084;2
4112405;9307;2
4112504;12019;3
4112603;1396;1
4112702;12615;3
4112751;8861;2
4112801;11731;3
4112900;3430;1
4112959;7650;2
4113007;7026;2
4113106;4368;1
4113205;48067;4
4113254;6205;2
4113304;32379;4
4113403;4131;1
4113429;3662;1
4113452;5071;2
4113502;22903;4
4113601;4751;1
4113700;558439;7
4113734;7455;2
4113759;5063;2
4113809;4911;1
4113908;13738;3
4114005;13798;3
4114104;22164;4
4114203;34559;4
4114302;25662;4
4114351;2861;1
4114401;17269;3
4114500;13708;3
4114609;51795;5
4114708;5932;2
4114807;34955;4
4114906;9068;2
4115002;7166;2
4115101;10555;3
4115200;406693;6
4115309;6638;2
4115358;5776;2
4115408;14539;3
4115457;4725;1
4115507;4765;1
4115606;17640;3
4115705;33450;4
4115739;3576;1
4115754;10039;3
4115804;45586;4
4115853;5476;2
4115903;2314;1
4116000;1875;1
4116059;10879;3
4116109;12621;3
4116208;16540;3
4116307;3958;1
4116406;4075;1
4116505;1536;1
4116604;3545;1
4116703;11300;3
4116802;6295;2
4116901;28084;4
4116950;5194;2
4117008;8356;2
4117057;11927;3
4117107;13486;3
4117206;5829;2
4117214;4217;1
4117222;8186;2
4117255;10745;3
4117271;6498;2
4117297;2908;1
4117305;23200;4
4117404;3494;1
4117453;6023;2
4117503;40156;4
4117602;48990;4
4117701;34023;4
4117800;14189;3
4117909;31366;4
4118006;13345;3
4118105;11265;3
4118204;152975;6
4118303;3117;1
4118402;87850;5
4118451;5432;2
4118501;80710;5
4118600;5842;2
4118709;7360;2
4118808;14198;3
4118857;6105;2
4118907;11101;3
4119004;6674;2
4119103;12455;3
4119152;129445;6
4119202;6440;2
4119251;2757;1
4119301;32322;4
4119400;25277;4
4119509;107751;6
4119608;32015;4
4119657;3140;1
4119707;4303;1
4119806;13889;3
4119905;344332;6
4119954;25393;4
4120002;13754;3
4120101;4835;1
4120150;3491;1
4120200;2611;1
4120309;4148;1
4120333;3718;1
4120358;5477;2
4120408;5227;2
4120507;11286;3
4120606;52125;5
4120655;4764;1
4120705;7472;2
4120804;22651;4
4120853;4031;1
4120903;33543;4
4121000;12320;3
4121109;4897;1
4121208;18733;3
4121257;4435;1
4121307;3963;1
4121356;2800;1
4121406;17111;3
4121505;14981;3
4121604;6979;2
4121703;26763;4
4121752;7927;2
4121802;10941;3
4121901;13557;3
4122008;15125;3
4122107;3337;1
4122156;13552;3
4122172;4119;1
4122206;32504;4
4122305;33857;4
4122404;64726;5
4122503;10779;3
4122602;9581;2
4122651;5231;2
4122701;6702;2
4122800;4003;1
4122909;5158;2
4123006;14713;3
4123105;3603;1
4123204;3544;1
4123303;8113;2
4123402;11691;3
4123501;25911;4
4123600;1727;1
4123709;8858;2
4123808;14411;3
4123824;3955;1
4123857;10716;3
4123907;12307;3
4123956;3915;1
4124004;5222;2
4124020;10471;3
4124053;22992;4
4124103;45819;4
4124202;2741;1
4124301;2281;1
4124400;20158;4
4124509;5506;2
4124608;6839;2
4124707;11519;3
4124806;10644;3
4124905;6025;2
4125001;11005;3
4125100;14927;3
4125209;9291;2
4125308;5676;2
4125357;5946;2
4125407;6485;2
4125456;3816;1
4125506;307530;6
4125555;2189;1
4125605;45398;4
4125704;27461;4
4125753;6286;2
4125803;10928;3
4125902;2443;1
4126009;8985;2
4126108;5715;2
4126207;6905;2
4126256;94181;5
4126272;5448;2
4126306;19443;3
4126355;4637;1
4126405;5633;2
4126504;16485;3
4126603;20508;4
4126652;3222;1
4126678;14143;3
4126702;5064;2
4126801;15962;3
4126900;5798;2
4127007;11834;3
4127106;77276;5
4127205;16991;3
4127304;16578;3
4127403;17627;3
4127502;20562;4
4127601;16348;3
4127700;135538;6
4127809;8470;2
4127858;12256;3
4127882;7971;2
4127908;8833;2
4127957;8277;2
4127965;13640;3
4128005;21762;4
4128104;109955;6
4128203;57027;5
4128302;2614;1
4128401;11662;3
4128500;19856;3
4128534;11407;3
4128559;8918;2
4128609;7692;2
4128625;2998;1
4128633;5781;2
4128658;4095;1
4128708;6878;2
4128807;5957;2
4200051;2604;1
4200101;17847;3
4200200;10581;3
4200309;5437;2
4200408;7154;2
4200507;6445;2
4200556;2387;1
4200606;6298;2
4200705;9960;2
4200754;1967;1
4200804;5832;2
4200903;4943;1
4201000;7537;2
4201109;3248;1
4201208;8327;2
4201257;10542;3
4201273;4281;1
4201307;35268;4
4201406;67110;5
4201505;8520;2
4201604;3564;1
4201653;2261;1
4201703;7877;2
4201802;3254;1
4201901;5688;2
4201950;12344;3
4202008;135268;6
4202057;10317;3
4202073;10413;3
4202081;2751;1
4202099;1739;1
4202107;27781;4
4202131;6304;2
4202156;2709;1
4202206;11425;3
4202305;66558;5
4202404;348513;6
4202438;3456;1
4202453;18623;3
4202503;4694;1
4202537;2919;1
4202578;2151;1
4202602;9796;2
4202701;5100;2
4202800;32648;4
4202859;3709;1
4202875;2539;1
4202909;128818;6
4203006;77323;5
4203105;6213;2
4203154;3380;1
4203204;78731;5
4203253;2597;1
4203303;12012;3
4203402;7177;2
4203501;8787;2
4203600;35710;4
4203709;11944;3
4203808;54403;5
4203907;22524;4
4203956;24298;4
4204004;10632;3
4204103;3850;1
4204152;2760;1
4204178;3254;1
4204194;2953;1
4204202;213279;6
4204251;16446;3
4204301;73766;5
4204350;4321;1
4204400;10130;3
4204459;2548;1
4204509;15541;3
4204558;13358;3
4204608;211369;6
4204707;11057;3
4204756;1955;1
4204806;39566;4
4204905;8399;2
4205001;15450;3
4205100;4081;1
4205159;4043;1
4205175;3183;1
4205191;2076;1
4205209;4480;1
4205308;10745;3
4205357;1594;1
4205407;485838;6
4205431;2549;1
4205456;25988;4
4205506;36261;4
4205555;2146;1
4205605;3058;1
4205704;22082;4
4205803;17479;3
4205902;67392;5
4206009;14229;3
4206108;6537;2
4206207;11394;3
4206306;22732;4
4206405;10259;3
4206504;42872;4
4206603;5139;2
4206652;4733;1
4206702;22443;4
4206751;1967;1
4206801;3268;1
4206900;18721;3
4207007;54845;5
4207106;13857;3
4207205;10571;3
4207304;44076;4
4207403;6133;2
4207502;66497;5
4207577;2917;1
4207601;4562;1
4207650;8930;2
4207684;7400;2
4207700;7561;2
4207759;4067;1
4207809;10285;3
4207858;1984;1
4207908;11133;3
4208005;6275;2
4208104;21506;4
4208203;212615;6
4208302;61187;5
4208401;16683;3
4208450;19355;3
4208500;24622;4
4208609;3990;1
4208708;10539;3
4208807;19527;3
4208906;170835;6
4208955;1625;1
4209003;29608;4
4209102;577077;7
4209151;4887;1
4209177;2127;1
4209201;2251;1
4209300;158508;6
4209409;45311;4
4209458;1453;1
4209508;6790;2
4209607;15149;3
4209706;12133;3
4209805;3140;1
4209854;4615;1
4209904;11774;3
4210001;12413;3
4210035;5705;2
4210050;1799;1
4210100;55907;5
4210209;3429;1
4210308;8015;2
4210407;7139;2
4210506;25076;4
4210555;1906;1
4210605;16455;3
4210704;2614;1
4210803;7047;2
4210852;2374;1
4210902;4192;1
4211009;11496;3
4211058;9785;2
4211108;8471;2
4211207;17532;3
4211256;2915;1
4211306;77137;5
4211405;4879;1
4211454;4339;1
4211504;14099;3
4211603;14837;3
4211652;2532;1
4211702;22723;4
4211751;18313;3
4211801;7363;2
4211850;2245;1
4211876;1577;1
4211892;2376;1
4211900;164926;6
4212007;7558;2
4212056;2586;1
4212106;16253;3
4212205;19015;3
4212239;3613;1
4212254;8370;2
4212270;4243;1
4212304;7360;2
4212403;4026;1
4212502;31025;4
4212601;2855;1
4212650;9980;2
4212700;6021;2
4212809;21884;4
4212908;19511;3
4213005;3480;1
4213104;4102;1
4213153;2844;1
4213203;32334;4
4213302;4767;1
4213351;3413;1
4213401;11545;3
4213500;20294;4
4213609;35207;4
4213708;16957;3
4213807;7364;2
4213906;1610;1
4214003;16996;3
4214102;2304;1
4214151;2906;1
4214201;10044;3
4214300;2871;1
4214409;6246;2
4214508;6043;2
4214607;7463;2
4214706;11431;3
4214805;69188;5
4214904;4606;1
4215000;42029;4
4215059;2489;1
4215075;4670;1
4215109;11488;3
4215208;5022;2
4215307;7634;2
4215356;3847;1
4215406;4655;1
4215455;12233;3
4215505;16701;3
4215554;2266;1
4215604;2139;1
4215653;8356;2
4215679;8846;2
4215687;2557;1
4215695;1317;1
4215703;22609;4
4215752;2449;1
4215802;82842;5
4215901;2899;1
4216008;11132;3
4216057;5464;2
4216107;9502;2
4216206;50701;5
4216255;6309;2
4216305;35065;4
4216354;3690;1
4216404;7268;2
4216503;26646;4
4216602;239718;6
4216701;13897;3
4216800;8588;2
4216909;23698;4
4217006;12934;3
4217105;3210;1
4217154;1848;1
4217204;39793;4
4217253;5602;2
4217303;9664;2
4217402;20095;4
4217501;17526;3
4217550;3301;1
4217600;13870;3
4217709;29710;4
4217758;2551;1
4217808;18261;3
4217907;8738;2
4217956;1695;1
4218004;36931;4
4218103;5377;2
4218202;42801;4
4218251;7767;2
4218301;19146;3
4218350;3863;1
4218400;7098;2
4218509;7545;2
4218608;7211;2
4218707;104457;6
4218756;4597;1
4218806;12746;3
4218855;2600;1
4218905;11191;3
4218954;2487;1
4219002;21177;4
4219101;3590;1
4219150;2543;1
4219176;4597;1
4219200;6356;2
4219309;52066;5
4219358;5056;2
4219408;3912;1
4219507;49738;4
4219606;4012;1
4219705;28210;4
4219853;3300;1
4220000;12403;3
4300034;4759;1
4300059;3841;1
4300109;17085;3
4300208;7358;2
4300307;6736;2
4300406;78003;5
4300455;4037;1
4300471;2079;1
4300505;7433;2
4300554;1803;1
4300570;3040;1
4300604;208177;6
4300638;6854;2
4300646;7576;2
4300661;1306;1
4300703;6210;2
4300802;13306;3
4300851;3748;1
4300877;5395;2
4300901;6601;2
4301008;20272;4
4301057;9050;2
4301073;2906;1
4301107;14255;3
4301206;13388;3
4301305;18922;3
4301404;10614;3
4301503;7091;2
4301552;3718;1
4301602;122209;6
4301636;12671;3
4301651;6109;2
4301701;6763;2
4301750;7440;2
4301800;5474;2
4301859;3253;1
4301875;4223;1
4301909;13365;3
4301925;1915;1
4301958;2516;1
4302006;11486;3
4302055;2227;1
4302105;115069;6
4302154;2167;1
4302204;6829;2
4302220;2526;1
4302238;2579;1
